序号,来源,动作编码,动作名称,器械,原始一级分类,原始子分类,实际一级分类,实际二级肌肉,实际三级肌区,用户可见路径,主动肌区,协同肌区,可疑提示,审核结论,建议一级分类,建议二级肌肉,建议三级肌区,建议器械,审核备注
902,imported,PERONEAL_STRETCH,腓骨肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
903,imported,PLANTAR_FOAM_RELEASE,泡沫轴足底放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
904,imported,CALF_FOAM_RELEASE,泡沫轴小腿放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
905,imported,SINGLE_LEG_PERONEAL_FOAM_RELEASE,侧卧单腿腓骨肌群滚动放松,自重,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
906,imported,PERONEAL_FOAM_RELEASE,侧卧腓骨肌群滚动放松,自重,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
907,imported,SINGLE_LEG_TIBIALIS_FOAM_RELEASE,俯卧单腿胫骨前肌泡沫轴滚动放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
908,imported,ANKLE_ROTATION_STRETCH,足踝旋转拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
909,imported,ANKLE_STRETCH,足踝拉伸_小腿训练,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
910,imported,ANKLE_LATERAL_STRETCH,足踝侧向拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
911,imported,WRIST_CIRCLES,手腕环绕,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
912,imported,MACHINE_NECK_STRETCH,器械颈部伸展_配重片式,器械,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
913,imported,NECK_LATERAL_STRETCH,颈部侧伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
914,imported,NECK_FOAM_RELEASE,仰卧泡沫轴颈部减压放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
915,imported,GLUTE_BRIDGE_ALTERNATING_ARM,臀桥交替手臂伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
916,imported,BAND_SINGLE_LEG_HIP_EXT,弹力带单腿髋伸展,弹力带,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
917,imported,BAND_HIP_PULL_THROUGH,弹力带髋部拉动_拉力带穿越,弹力带,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
918,imported,FOAM_ROLLER_HIP_THRUST,泡沫轴臀推,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
919,imported,BAND_PULL_THROUGH,弹力带拉穿,弹力带,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
920,imported,SINGLE_LEG_EXT_BRIDGE,单腿伸展桥式,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
921,imported,BAND_KNEE_EXT,弹力带末端膝盖伸展,弹力带,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
922,imported,KNEELING_KNEE_CIRCLE,跪姿膝盖画圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
923,imported,ELBOW_CIRCLE_2,肘绕圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
924,imported,SHOULDER_CIRCLE,肩绕圈,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
925,imported,ROLLING_BRIDGE,滚动桥式,自重,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,拉伸名称需复核,,,,,,
926,imported,SINGLE_LEG_STRETCH_BENT_KNEE,单腿拉伸_屈膝版,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
927,imported,SINGLE_LEG_STRAIGHT_STRETCH,单腿直腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
928,imported,STANDING_HIP_CIRCLE,站姿髋部环绕,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,拉伸名称需复核,,,,,,
929,imported,FOAM_REVERSE_CRUNCH,泡沫轴反向卷腹,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
930,imported,SCAPULAR_RETRACTION_MOBILITY,肩胛骨后缩灵活性,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
931,imported,SCAPULAR_UPWARD_ROTATION,肩胛骨上回旋灵活性,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
932,imported,SCAPULAR_DOWNWARD_ROTATION,肩胛骨下回旋灵活性,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
933,imported,THORACIC_SPINE_STRETCH,胸椎拉伸和打开,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
934,imported,SHOULDER_ROTATION_STRETCH,肩内外旋动态拉伸,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,,,,,,,
935,imported,OVERHEAD_TRICEP_STRETCH,过头三头拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
936,imported,REAR_DELT_STRETCH,三角肌后束拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
937,imported,SEATED_LEG_STRETCH,坐姿腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
938,imported,LUNGE_STRETCH,箭步蹲拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
939,imported,WALL_STRETCH,单手扶墙拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
940,imported,WALL_LEG_STRETCH,单手扶墙腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
941,imported,ASSISTED_CHEST_STRETCH,辅助胸拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
942,imported,CHEST_BACK_STRETCH,胸背拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
943,imported,BACK_OVER_UNDER_STRETCH,后背正反手拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
944,imported,LYING_LEG_RAISE_STRETCH,仰卧抬腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
945,imported,STANDING_LEG_STRETCH,站姿腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
946,imported,CROSS_ARM_STRETCH,手臂交叉拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
947,imported,FOAM_GLUTE_RELEASE,泡沫轴臀冲,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
948,imported,BENT_OVER_CAT_STRETCH,俯身猫式,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,拉伸名称需复核,,,,,,
949,imported,STEP_CALF_STRETCH,台阶式小腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
950,imported,KNEELING_QUAD_STRETCH,单腿跪姿股四头肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
951,imported,FOREARM_STRETCH,前臂拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
952,imported,STANDING_SIDE_LUNGE_STRETCH,站姿侧弓步拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
953,imported,SEATED_HAMSTRING_STRETCH,坐姿单腿腘绳肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
954,imported,SEATED_LOWER_BACK_STRETCH,坐姿下背部拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
955,imported,EXPLOSIVE_SIDE_LUNGE_STRETCH,爆发式侧弓步拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
956,imported,KNEELING_HIP_FLEXOR_STRETCH,交叉跪姿髋屈肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
957,imported,KNEE_CIRCLE_STRETCH,膝关节环绕拉伸,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,,,,,,,
958,imported,CHIN_TO_CHEST_STRETCH,下巴触胸腹部拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
959,imported,LOOK_UP_THIGH_STRETCH,仰头看天大腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
960,imported,BOAT_POSE_STRETCH,船式拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
961,imported,BB_BACK_STRETCH,固定杆背部伸展,杠铃,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
962,imported,LYING_GLUTE_STRETCH,仰卧臀部伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
963,imported,SEATED_WIDE_ADDUCTOR_STRETCH,坐姿宽腿内收肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
964,imported,LYING_CROSS_KNEE_STRETCH,仰卧交叉膝下拉伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
965,imported,BAND_SHOULDER_STRETCH,弹力带肩部热身拉伸,弹力带,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,,,,,,,
966,imported,HIP_CIRCLE_STRETCH,髋关节环绕拉伸,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,,,,,,,
967,imported,LUNGE_STRETCH_2,弓步拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
968,imported,SEATED_CAT_COW_STRETCH,坐姿猫牛式拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
969,imported,COBRA_POSE_STRETCH,眼镜蛇式瑜伽体式_腰部拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
970,imported,DOUBLE_PIGEON_STRETCH,双鸽式拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
971,imported,WORLDS_GREATEST_STRETCH,最伟大拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
972,imported,STANDING_BACK_TWIST_STRETCH,站姿背部扭转拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
973,imported,STANDING_OVERHEAD_TWIST_STRETCH,站姿上举背部扭转拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
974,imported,KNEELING_BACK_TWIST_STRETCH,跪姿背部扭转拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
975,imported,SEATED_FORWARD_BACK_STRETCH,坐姿俯身背部拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
976,imported,OVERHEAD_CHEST_STRETCH,头顶胸部拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
977,imported,STANDING_HAMSTRING_CALF_STRETCH,站姿腘绳肌与小腿拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
978,imported,RUNNER_STRETCH,跑者拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
979,imported,SEATED_WIDE_ANGLE_STRETCH,坐姿宽角式拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
980,imported,QUADRUPED_SQUAT_STRETCH,四足深蹲式拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
981,imported,ADVANCED_HIP_QUAD_STRETCH,进阶髋屈肌与股四头肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
982,imported,HAMSTRING_STRETCH,腘绳肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
983,imported,BUTTERFLY_STRETCH,蝴蝶式瑜伽拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
984,imported,STANDING_CALF_STRETCH,站姿腓肠肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
985,imported,SPINAL_FORWARD_FOLD_STRETCH,脊柱前屈拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
986,imported,FOAM_CALF_RELEASE,泡沫轴腓肠肌松解,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
987,imported,FOAM_INNER_THIGH_RELEASE,泡沫轴股内侧肌肉拉伸,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
988,imported,FOAM_CHEST_RELEASE,泡沫轴胸肌放松滚动,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
989,imported,FOAM_OUTER_THIGH_RELEASE,大腿外侧强化松解,自重,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
990,imported,FOAM_UPPER_BACK_RELEASE,泡沫轴上背部放松滚动,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
991,imported,FOAM_ITB_RELEASE,泡沫轴髂胫束_ITB_松解,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
992,imported,FOAM_HAMSTRING_RELEASE,泡沫轴腘绳肌松解,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
993,imported,FOAM_NECK_RELEASE,颈部旋转滚动放松,自重,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
994,imported,FOAM_GLUTE_TWIST_RELEASE,仰卧臀部扭转泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
995,imported,FOAM_HAMSTRING_GLUTE_RELEASE,坐姿腘绳肌与臀部泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
996,imported,FOAM_HIP_ROTATOR_RELEASE,仰卧髋外旋肌与髋伸肌泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
997,imported,BALL_PIRIFORMIS_RELEASE,筋膜球梨状肌松解,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
998,imported,FOAM_SPLIT_SQUAT_THIGH_RELEASE,分腿侧蹲泡沫轴放松_大腿,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
999,imported,FOAM_SCAPULA_RELEASE,肩胛伸展泡沫轴松解,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1000,imported,FOAM_LAT_RELEASE,侧卧背阔肌泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1001,imported,FOAM_TRICEP_RELEASE,侧卧肱三头肌泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1002,imported,FOAM_THORACOLUMBAR_RELEASE,仰卧胸腰椎泡沫轴放松_背部训练,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1003,imported,FOAM_NECK_DECOMPRESS_RELEASE,仰卧颈部减压泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1004,imported,FOAM_CHEST_SHOULDER_RELEASE,俯卧胸肩前侧泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1005,imported,FOAM_FULL_BODY_RELEASE,全身环绕滚动放松,自重,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1006,imported,FOAM_ERECTOR_RELEASE,仰卧竖脊肌泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1007,imported,FOAM_SIDE_UPPER_BACK_RELEASE,侧卧上背部泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1008,imported,FOAM_LOWER_BACK_RELEASE,侧卧下背部泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1009,imported,FOAM_SEATED_GLUTE_RELEASE,坐姿臀部泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1010,imported,FOAM_SHOULDER_RELEASE,仰卧肩部后旋泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1011,imported,FOAM_RHOMBOID_RELEASE,菱形肌泡沫轴放松,其他,热身拉伸,泡沫轴放松,热身拉伸,,泡沫轴放松,热身拉伸 > 泡沫轴放松,,,,,,,,,
1012,imported,STANDING_SINGLE_ARM_CHEST_STRETCH,站姿单臂胸部伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
1013,imported,STANDING_AB_TWIST_STRETCH,站姿腹部转体拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
1014,imported,ROTATIONAL_AB_STRETCH,旋转式腹部拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
1015,imported,STANDING_HIP_FLEXOR_STRETCH,站姿髋屈肌拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
1016,imported,IRONMAN_CROSS_STRETCH,铁人交叉式拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
1017,imported,STANDING_FORWARD_FOLD_DYNAMIC,站姿体前屈_动态,自重,热身拉伸,动态热身,热身拉伸,,动态热身,热身拉伸 > 动态热身,,,,,,,,,
1018,imported,STANDING_FORWARD_FOLD_STRETCH,站姿体前屈伸展,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
1019,imported,AB_STRETCH,腹部拉伸,自重,热身拉伸,静态拉伸,热身拉伸,,静态拉伸,热身拉伸 > 静态拉伸,,,,,,,,,
